query_ID,subject_ID,p_id_matches,alignment_length,n_mismatches,n_gap_openings,soa_query,eoa_query,soa_subject,eoa_subject,e-val,bitscore,TIGRFAM,Model,subject_genome,subject_genus
CM_cdhit-1_transcript_28828,BCW-200074_01234,36,225,136,5,247,906,264,485,1.4299999999999998e-34,133,TIGR01581,Mo_ABC_porter: NifC-like ABC-type porter,BCW-200074,unassigned
CM_cdhit-1_transcript_28828,BCW-200077_02294,36,225,136,5,247,906,264,485,1.4299999999999998e-34,133,TIGR01581,Mo_ABC_porter: NifC-like ABC-type porter,BCW-200077,Lactococcus
CM_cdhit-1_transcript_28828,BCW-200079_00980,36,225,136,5,247,906,264,485,1.4299999999999998e-34,133,TIGR01581,Mo_ABC_porter: NifC-like ABC-type porter,BCW-200079,unassigned
CM_cdhit-1_transcript_28828,BCW-200080_01200,36,225,136,5,247,906,264,485,1.4299999999999998e-34,133,TIGR01581,Mo_ABC_porter: NifC-like ABC-type porter,BCW-200080,unassigned
CM_cdhit-1_transcript_28828,BCW-200121_02107,36,225,136,5,247,906,264,485,1.4299999999999998e-34,133,TIGR01581,Mo_ABC_porter: NifC-like ABC-type porter,BCW-200121,Lactococcus
CM_cdhit-1_transcript_28828,BCW-200126_00659,36,225,136,5,247,906,264,485,1.4299999999999998e-34,133,TIGR01581,Mo_ABC_porter: NifC-like ABC-type porter,BCW-200126,unassigned
CM_cdhit-1_transcript_28828,BCW-200127_07037,36,225,136,5,247,906,264,485,1.4299999999999998e-34,133,TIGR01581,Mo_ABC_porter: NifC-like ABC-type porter,BCW-200127,unassigned
CM_cdhit-1_transcript_28828,BCW-200128_00775,36,225,136,5,247,906,264,485,1.4299999999999998e-34,133,TIGR01581,Mo_ABC_porter: NifC-like ABC-type porter,BCW-200128,Lactococcus
CM_cdhit-1_transcript_28828,BCW-200131_03315,36,225,136,5,247,906,264,485,1.4299999999999998e-34,133,TIGR01581,Mo_ABC_porter: NifC-like ABC-type porter,BCW-200131,unassigned
CM_cdhit-1_transcript_28828,BCW-200138_00849,36,225,136,5,247,906,264,485,1.4299999999999998e-34,133,TIGR01581,Mo_ABC_porter: NifC-like ABC-type porter,BCW-200138,Lactococcus
CM_cdhit-1_transcript_28828,BCW-200150_00728,36,225,136,5,247,906,264,485,1.4299999999999998e-34,133,TIGR01581,Mo_ABC_porter: NifC-like ABC-type porter,BCW-200150,Lactococcus
CM_cdhit-1_transcript_28828,BCW-200175_00747,36,225,136,5,247,906,264,485,1.4299999999999998e-34,133,TIGR01581,Mo_ABC_porter: NifC-like ABC-type porter,BCW-200175,Lactococcus
CM_cdhit-1_transcript_28828,BCW-200179_04841,36,225,136,5,247,906,264,485,1.4299999999999998e-34,133,TIGR01581,Mo_ABC_porter: NifC-like ABC-type porter,BCW-200179,unassigned
CM_cdhit-1_transcript_28828,BCW-200180_01120,36,225,136,5,247,906,264,485,1.4299999999999998e-34,133,TIGR01581,Mo_ABC_porter: NifC-like ABC-type porter,BCW-200180,Lactococcus
CM_cdhit-1_transcript_28828,BCW-200188_01019,36,225,136,5,247,906,264,485,1.4299999999999998e-34,133,TIGR01581,Mo_ABC_porter: NifC-like ABC-type porter,BCW-200188,Lactococcus
CM_cdhit-1_transcript_28828,BCW-200192_00698,36,225,136,5,247,906,264,485,1.4299999999999998e-34,133,TIGR01581,Mo_ABC_porter: NifC-like ABC-type porter,BCW-200192,Lactococcus
CM_cdhit-1_transcript_28828,BCW-200196_01689,36,225,136,5,247,906,264,485,1.4299999999999998e-34,133,TIGR01581,Mo_ABC_porter: NifC-like ABC-type porter,BCW-200196,Lactococcus
CM_cdhit-1_transcript_40574,BCW-200073_03085,26.4,220,146,7,2080,1433,57,264,1.38e-5,50.1,TIGR01581,Mo_ABC_porter: NifC-like ABC-type porter,BCW-200073,Pseudomonas
CM_cdhit-1_transcript_48023,BCW-200215_00062,25.4,177,125,2,1075,557,5,178,2.58e-9,58.2,TIGR02935,TIGR02935: probable nitrogen fixation protein,BCW-200215,Agrobacterium
CM_cdhit-1_transcript_48023,BCW-200208_05050,25.4,177,125,2,1075,557,5,178,1.52e-8,55.8,TIGR02935,TIGR02935: probable nitrogen fixation protein,BCW-200208,Agrobacterium
CM_cdhit-1_transcript_48023,BCW-200465_03768,25.4,177,125,2,1075,557,5,178,1.52e-8,55.8,TIGR02935,TIGR02935: probable nitrogen fixation protein,BCW-200465,Agrobacterium
CM_cdhit-1_transcript_48023,BCW-200328_03890,25.4,177,125,2,1075,557,5,178,2.04e-8,55.5,TIGR02935,TIGR02935: probable nitrogen fixation protein,BCW-200328,Agrobacterium
CM_cdhit-1_transcript_48023,BCW-200663_03826,25.4,177,125,2,1075,557,5,178,2.04e-8,55.5,TIGR02935,TIGR02935: probable nitrogen fixation protein,BCW-200663,Agrobacterium
CM_cdhit-1_transcript_48023,BCW-200705_02706,25.4,177,125,2,1075,557,5,178,2.04e-8,55.5,TIGR02935,TIGR02935: probable nitrogen fixation protein,BCW-200705,Agrobacterium
CM_cdhit-1_transcript_48023,BCW-200902_00666,25.4,177,125,2,1075,557,5,178,2.04e-8,55.5,TIGR02935,TIGR02935: probable nitrogen fixation protein,BCW-200902,Agrobacterium
CM_cdhit-1_transcript_48023,BCW-200903_00376,25.4,177,125,2,1075,557,5,178,2.04e-8,55.5,TIGR02935,TIGR02935: probable nitrogen fixation protein,BCW-200903,unassigned
CM_cdhit-1_transcript_48023,BCW-200904_02360,25.4,177,125,2,1075,557,5,178,2.04e-8,55.5,TIGR02935,TIGR02935: probable nitrogen fixation protein,BCW-200904,Agrobacterium
CM_cdhit-1_transcript_48023,BCW-200910_03884,25.4,177,125,2,1075,557,5,178,2.04e-8,55.5,TIGR02935,TIGR02935: probable nitrogen fixation protein,BCW-200910,Agrobacterium
CM_cdhit-1_transcript_48023,BCW-200912_01390,25.4,177,125,2,1075,557,5,178,2.04e-8,55.5,TIGR02935,TIGR02935: probable nitrogen fixation protein,BCW-200912,unassigned
CM_cdhit-1_transcript_48023,BCW-200920_03039,25.4,177,125,2,1075,557,5,178,2.04e-8,55.5,TIGR02935,TIGR02935: probable nitrogen fixation protein,BCW-200920,Agrobacterium
CM_cdhit-1_transcript_48023,BCW-200464_01188,24.3,177,127,2,1075,557,5,178,2.88e-7,52,TIGR02935,TIGR02935: probable nitrogen fixation protein,BCW-200464,Agrobacterium
CM_cdhit-1_transcript_250797,BCW-200471_03157,24,362,265,8,1175,105,23,379,3.42e-26,115,TIGR03402,FeS_nifS: cysteine desulfurase NifS,BCW-200471,Pseudomonas
CM_cdhit-1_transcript_250797,BCW-200068_03997,23.8,362,266,8,1175,105,23,379,4.6e-26,115,TIGR03402,FeS_nifS: cysteine desulfurase NifS,BCW-200068,Pseudomonas
CM_cdhit-1_transcript_250797,BCW-200267_05976,23.8,362,266,8,1175,105,23,379,4.6e-26,115,TIGR03402,FeS_nifS: cysteine desulfurase NifS,BCW-200267,Pseudomonas
CM_cdhit-1_transcript_250797,BCW-200476_04576,23.8,362,266,8,1175,105,23,379,4.6e-26,115,TIGR03402,FeS_nifS: cysteine desulfurase NifS,BCW-200476,Pseudomonas
CM_cdhit-1_transcript_250797,BCW-200497_04909,23.8,362,266,8,1175,105,23,379,4.6e-26,115,TIGR03402,FeS_nifS: cysteine desulfurase NifS,BCW-200497,Pseudomonas
CM_cdhit-1_transcript_250797,BCW-200498_05074,23.8,362,266,8,1175,105,23,379,4.6e-26,115,TIGR03402,FeS_nifS: cysteine desulfurase NifS,BCW-200498,unassigned
CM_cdhit-1_transcript_250797,BCW-200516_03456,23.8,362,266,8,1175,105,23,379,4.6e-26,115,TIGR03402,FeS_nifS: cysteine desulfurase NifS,BCW-200516,unassigned
CM_cdhit-1_transcript_250797,BCW-200526_03723,23.8,362,266,8,1175,105,23,379,4.6e-26,115,TIGR03402,FeS_nifS: cysteine desulfurase NifS,BCW-200526,unassigned
CM_cdhit-1_transcript_250797,BCW-200527_05293,23.8,362,266,8,1175,105,23,379,4.6e-26,115,TIGR03402,FeS_nifS: cysteine desulfurase NifS,BCW-200527,Pseudomonas
CM_cdhit-1_transcript_250797,BCW-200528_02542,23.8,362,266,8,1175,105,23,379,4.6e-26,115,TIGR03402,FeS_nifS: cysteine desulfurase NifS,BCW-200528,Pseudomonas
CM_cdhit-1_transcript_250797,BCW-200588_03742,23.8,362,266,8,1175,105,23,379,4.6e-26,115,TIGR03402,FeS_nifS: cysteine desulfurase NifS,BCW-200588,Pseudomonas
CM_cdhit-1_transcript_250797,BCW-200607_03907,23.8,362,266,8,1175,105,23,379,4.6e-26,115,TIGR03402,FeS_nifS: cysteine desulfurase NifS,BCW-200607,Pseudomonas
CM_cdhit-1_transcript_250797,BCW-200790_05033,23.8,362,266,8,1175,105,23,379,4.6e-26,115,TIGR03402,FeS_nifS: cysteine desulfurase NifS,BCW-200790,Pseudomonas
CM_cdhit-1_transcript_250797,BCW-200791_00971,23.8,362,266,8,1175,105,23,379,4.6e-26,115,TIGR03402,FeS_nifS: cysteine desulfurase NifS,BCW-200791,Pseudomonas
CM_cdhit-1_transcript_250797,BCW-200290_05237,24.5,367,257,9,1175,105,23,379,6.200000000000001e-26,114,TIGR03402,FeS_nifS: cysteine desulfurase NifS,BCW-200290,Pseudomonas
CM_cdhit-1_transcript_250797,BCW-200010_00816,23.9,364,263,9,1175,105,23,379,1.51e-25,113,TIGR03402,FeS_nifS: cysteine desulfurase NifS,BCW-200010,unassigned
CM_cdhit-1_transcript_250797,BCW-200042_00290,23.9,364,263,9,1175,105,23,379,1.51e-25,113,TIGR03402,FeS_nifS: cysteine desulfurase NifS,BCW-200042,unassigned
CM_cdhit-1_transcript_250797,BCW-200048_00905,24.3,367,258,9,1175,105,23,379,1.51e-25,113,TIGR03402,FeS_nifS: cysteine desulfurase NifS,BCW-200048,unassigned
CM_cdhit-1_transcript_250797,BCW-200056_00222,24.3,367,258,9,1175,105,23,379,1.51e-25,113,TIGR03402,FeS_nifS: cysteine desulfurase NifS,BCW-200056,Pseudomonas
CM_cdhit-1_transcript_250797,BCW-200222_03810,23.9,364,263,9,1175,105,23,379,1.51e-25,113,TIGR03402,FeS_nifS: cysteine desulfurase NifS,BCW-200222,unassigned
CM_cdhit-1_transcript_250797,BCW-200443_03463,24.3,367,258,9,1175,105,23,379,1.51e-25,113,TIGR03402,FeS_nifS: cysteine desulfurase NifS,BCW-200443,Pseudomonas
CM_cdhit-1_transcript_250797,BCW-200211_04085,23.9,364,263,9,1175,105,23,379,4.97e-25,112,TIGR03402,FeS_nifS: cysteine desulfurase NifS,BCW-200211,Pseudomonas
CM_cdhit-1_transcript_250797,BCW-201868_03546,23.9,364,265,9,1178,105,22,379,1.63e-24,110,TIGR03402,FeS_nifS: cysteine desulfurase NifS,BCW-201868,Pseudomonas
CM_cdhit-1_transcript_250797,BCW-201859_01384,23.9,364,265,9,1178,105,22,379,2.9499999999999997e-24,109,TIGR03402,FeS_nifS: cysteine desulfurase NifS,BCW-201859,Pseudomonas
CM_cdhit-1_transcript_250797,BCW-201875_01958,23.9,364,265,9,1178,105,22,379,2.9499999999999997e-24,109,TIGR03402,FeS_nifS: cysteine desulfurase NifS,BCW-201875,Pseudomonas
CM_cdhit-1_transcript_326033,BCW-200073_03085,26.1,234,155,3,253,927,52,276,2.4e-19,90.1,TIGR01581,Mo_ABC_porter: NifC-like ABC-type porter,BCW-200073,Pseudomonas
CM_cdhit-1_transcript_326951,BCW-200066_03660,28.2,174,113,4,23,526,9,176,4.58e-13,65.5,TIGR02663,nifX: nitrogen fixation protein NifX,BCW-200066,Atlantibacter
CM_cdhit-1_transcript_326951,BCW-200073_01091,34.2,79,46,2,14,250,9,81,6.91e-7,48.5,TIGR02929,"anfG_nitrog: Fe-only nitrogenase, delta subunit",BCW-200073,Pseudomonas
CM_cdhit-1_transcript_328120,BCW-200073_03085,27.7,224,140,5,6,620,34,254,5.29e-18,85.1,TIGR01581,Mo_ABC_porter: NifC-like ABC-type porter,BCW-200073,Pseudomonas
CM_cdhit-1_transcript_328578,BCW-200115_01714,59.7,72,29,0,216,1,164,235,7.66e-25,96.7,TIGR01817,nifA: Nif-specific regulatory protein,BCW-200115,Morganella
CM_cdhit-1_transcript_328578,BCW-200552_02867,60,75,29,1,222,1,224,298,7.76e-24,94,TIGR01817,nifA: Nif-specific regulatory protein,BCW-200552,Rahnella
CM_cdhit-1_transcript_328578,BCW-200559_04252,60,75,29,1,222,1,224,298,7.76e-24,94,TIGR01817,nifA: Nif-specific regulatory protein,BCW-200559,Rahnella
CM_cdhit-1_transcript_328578,BCW-200578_01453,60,75,29,1,222,1,224,298,7.76e-24,94,TIGR01817,nifA: Nif-specific regulatory protein,BCW-200578,Rahnella
CM_cdhit-1_transcript_328578,BCW-200644_00582,60,75,29,1,222,1,224,298,7.76e-24,94,TIGR01817,nifA: Nif-specific regulatory protein,BCW-200644,Rahnella
CM_cdhit-1_transcript_328578,BCW-200647_00172,60,75,29,1,222,1,224,298,7.76e-24,94,TIGR01817,nifA: Nif-specific regulatory protein,BCW-200647,Rahnella
CM_cdhit-1_transcript_328578,BCW-200650_01756,60,75,29,1,222,1,224,298,7.76e-24,94,TIGR01817,nifA: Nif-specific regulatory protein,BCW-200650,Rahnella
CM_cdhit-1_transcript_328578,BCW-200797_02878,60,75,29,1,222,1,224,298,7.76e-24,94,TIGR01817,nifA: Nif-specific regulatory protein,BCW-200797,Rahnella
CM_cdhit-1_transcript_328578,BCW-200798_03501,60,75,29,1,222,1,224,298,7.76e-24,94,TIGR01817,nifA: Nif-specific regulatory protein,BCW-200798,Rahnella
CM_cdhit-1_transcript_328578,BCW-200800_03362,60,75,29,1,222,1,224,298,7.76e-24,94,TIGR01817,nifA: Nif-specific regulatory protein,BCW-200800,Rahnella
CM_cdhit-1_transcript_328578,BCW-200801_03604,60,75,29,1,222,1,224,298,7.76e-24,94,TIGR01817,nifA: Nif-specific regulatory protein,BCW-200801,Rahnella
CM_cdhit-1_transcript_328578,BCW-200818_03159,60,75,29,1,222,1,224,298,7.76e-24,94,TIGR01817,nifA: Nif-specific regulatory protein,BCW-200818,Rahnella
CM_cdhit-1_transcript_328578,BCW-200821_02286,60,75,29,1,222,1,224,298,7.76e-24,94,TIGR01817,nifA: Nif-specific regulatory protein,BCW-200821,Rahnella
CM_cdhit-1_transcript_328578,BCW-200828_03251,60,75,29,1,222,1,224,298,7.76e-24,94,TIGR01817,nifA: Nif-specific regulatory protein,BCW-200828,Rahnella
CM_cdhit-1_transcript_328578,BCW-201059_03155,60,75,29,1,222,1,224,298,7.76e-24,94,TIGR01817,nifA: Nif-specific regulatory protein,BCW-201059,Rahnella
CM_cdhit-1_transcript_328578,BCW-201070_00026,60,75,29,1,222,1,224,298,7.76e-24,94,TIGR01817,nifA: Nif-specific regulatory protein,BCW-201070,Rahnella
CM_cdhit-1_transcript_328578,BCW-201088_01715,60,75,29,1,222,1,224,298,7.76e-24,94,TIGR01817,nifA: Nif-specific regulatory protein,BCW-201088,Rahnella
CM_cdhit-1_transcript_328578,BCW-201091_02638,60,75,29,1,222,1,224,298,7.76e-24,94,TIGR01817,nifA: Nif-specific regulatory protein,BCW-201091,Rahnella
CM_cdhit-1_transcript_328578,BCW-201162_02183,60,75,29,1,222,1,224,298,7.76e-24,94,TIGR01817,nifA: Nif-specific regulatory protein,BCW-201162,Rahnella
CM_cdhit-1_transcript_328578,BCW-201184_03147,60,75,29,1,222,1,224,298,7.76e-24,94,TIGR01817,nifA: Nif-specific regulatory protein,BCW-201184,Rahnella
CM_cdhit-1_transcript_328578,BCW-201259_00191,60,75,29,1,222,1,224,298,7.76e-24,94,TIGR01817,nifA: Nif-specific regulatory protein,BCW-201259,Rahnella
CM_cdhit-1_transcript_328578,BCW-201297_03542,60,75,29,1,222,1,224,298,7.76e-24,94,TIGR01817,nifA: Nif-specific regulatory protein,BCW-201297,Rahnella
CM_cdhit-1_transcript_328578,BCW-201302_00099,60,75,29,1,222,1,224,298,7.76e-24,94,TIGR01817,nifA: Nif-specific regulatory protein,BCW-201302,Rahnella
CM_cdhit-1_transcript_328578,BCW-201303_03435,60,75,29,1,222,1,224,298,7.76e-24,94,TIGR01817,nifA: Nif-specific regulatory protein,BCW-201303,Rahnella
CM_cdhit-1_transcript_328578,BCW-201304_00148,60,75,29,1,222,1,224,298,7.76e-24,94,TIGR01817,nifA: Nif-specific regulatory protein,BCW-201304,Rahnella
CM_cdhit-1_transcript_328657,BCW-200464_01188,27.1,192,121,5,20,556,8,193,9.14e-13,67.8,TIGR02935,TIGR02935: probable nitrogen fixation protein,BCW-200464,Agrobacterium
CM_cdhit-1_transcript_328657,BCW-200215_00062,25.5,188,129,3,20,556,8,193,3.11e-12,66.2,TIGR02935,TIGR02935: probable nitrogen fixation protein,BCW-200215,Agrobacterium
CM_cdhit-1_transcript_328657,BCW-200208_05050,24.5,188,131,3,20,556,8,193,1.43e-11,64.3,TIGR02935,TIGR02935: probable nitrogen fixation protein,BCW-200208,Agrobacterium
CM_cdhit-1_transcript_328657,BCW-200465_03768,23.9,188,132,3,20,556,8,193,1.94e-11,63.9,TIGR02935,TIGR02935: probable nitrogen fixation protein,BCW-200465,Agrobacterium
CM_cdhit-1_transcript_328657,BCW-200328_03890,23.9,188,132,3,20,556,8,193,6.53e-11,62.4,TIGR02935,TIGR02935: probable nitrogen fixation protein,BCW-200328,Agrobacterium
CM_cdhit-1_transcript_328657,BCW-200663_03826,23.9,188,132,3,20,556,8,193,6.53e-11,62.4,TIGR02935,TIGR02935: probable nitrogen fixation protein,BCW-200663,Agrobacterium
CM_cdhit-1_transcript_328657,BCW-200705_02706,23.9,188,132,3,20,556,8,193,6.53e-11,62.4,TIGR02935,TIGR02935: probable nitrogen fixation protein,BCW-200705,Agrobacterium
CM_cdhit-1_transcript_328657,BCW-200902_00666,23.9,188,132,3,20,556,8,193,6.53e-11,62.4,TIGR02935,TIGR02935: probable nitrogen fixation protein,BCW-200902,Agrobacterium
CM_cdhit-1_transcript_328657,BCW-200903_00376,23.9,188,132,3,20,556,8,193,6.53e-11,62.4,TIGR02935,TIGR02935: probable nitrogen fixation protein,BCW-200903,unassigned
CM_cdhit-1_transcript_328657,BCW-200904_02360,23.9,188,132,3,20,556,8,193,6.53e-11,62.4,TIGR02935,TIGR02935: probable nitrogen fixation protein,BCW-200904,Agrobacterium
CM_cdhit-1_transcript_328657,BCW-200910_03884,23.9,188,132,3,20,556,8,193,6.53e-11,62.4,TIGR02935,TIGR02935: probable nitrogen fixation protein,BCW-200910,Agrobacterium
CM_cdhit-1_transcript_328657,BCW-200912_01390,23.9,188,132,3,20,556,8,193,6.53e-11,62.4,TIGR02935,TIGR02935: probable nitrogen fixation protein,BCW-200912,unassigned
CM_cdhit-1_transcript_328657,BCW-200920_03039,23.9,188,132,3,20,556,8,193,6.53e-11,62.4,TIGR02935,TIGR02935: probable nitrogen fixation protein,BCW-200920,Agrobacterium
CM_cdhit-1_transcript_328657,BCW-200011_02925,25.3,221,145,6,26,682,11,213,8.17e-10,58.9,TIGR02935,TIGR02935: probable nitrogen fixation protein,BCW-200011,Acidovorax
CM_cdhit-1_transcript_328657,BCW-200001_02975,25.3,221,145,6,26,682,11,213,4.99e-9,56.6,TIGR02935,TIGR02935: probable nitrogen fixation protein,BCW-200001,Acidovorax
CM_cdhit-1_transcript_329279,BCW-201902_08418,21.7,479,363,8,56,1477,5,476,2.91e-31,126,TIGR03402,FeS_nifS: cysteine desulfurase NifS,BCW-201902,unassigned
CM_cdhit-1_transcript_329279,BCW-200111_03127,21.7,460,334,9,62,1411,4,447,1.17e-24,107,TIGR03402,FeS_nifS: cysteine desulfurase NifS,BCW-200111,Citrobacter
CM_cdhit-1_transcript_329279,BCW-200031_01131,21.5,460,335,9,62,1411,4,447,3.57e-24,105,TIGR03402,FeS_nifS: cysteine desulfurase NifS,BCW-200031,Citrobacter
CM_cdhit-1_transcript_329279,BCW-200039_08067,21.1,456,342,8,62,1411,4,447,3.57e-24,105,TIGR03402,FeS_nifS: cysteine desulfurase NifS,BCW-200039,unassigned
CM_cdhit-1_transcript_329279,BCW-201173_02339,21.3,456,341,8,62,1411,4,447,8.71e-24,104,TIGR03402,FeS_nifS: cysteine desulfurase NifS,BCW-201173,Escherichia
CM_cdhit-1_transcript_329279,BCW-201082_06119,21.3,451,347,6,62,1411,4,447,1.5799999999999998e-23,103,TIGR03402,FeS_nifS: cysteine desulfurase NifS,BCW-201082,unassigned
CM_cdhit-1_transcript_329279,BCW-201083_03567,21.3,451,347,6,62,1411,4,447,1.5799999999999998e-23,103,TIGR03402,FeS_nifS: cysteine desulfurase NifS,BCW-201083,Citrobacter
CM_cdhit-1_transcript_329279,BCW-201152_04407,21.3,451,347,6,62,1411,4,447,1.5799999999999998e-23,103,TIGR03402,FeS_nifS: cysteine desulfurase NifS,BCW-201152,Citrobacter
CM_cdhit-1_transcript_329279,BCW-201154_01448,21.3,451,347,6,62,1411,4,447,1.5799999999999998e-23,103,TIGR03402,FeS_nifS: cysteine desulfurase NifS,BCW-201154,Citrobacter
CM_cdhit-1_transcript_329279,BCW-200176_03233,21.7,483,349,9,62,1480,4,467,1.5899999999999998e-23,103,TIGR03402,FeS_nifS: cysteine desulfurase NifS,BCW-200176,Leclercia
CM_cdhit-1_transcript_329279,BCW-200022_02985,21.1,479,357,8,62,1480,4,467,6.98e-23,102,TIGR03402,FeS_nifS: cysteine desulfurase NifS,BCW-200022,unassigned
CM_cdhit-1_transcript_329279,BCW-200024_02120,21.1,479,357,8,62,1480,4,467,6.98e-23,102,TIGR03402,FeS_nifS: cysteine desulfurase NifS,BCW-200024,unassigned
CM_cdhit-1_transcript_329279,BCW-200231_03895,20.9,479,358,8,62,1480,4,467,6.98e-23,102,TIGR03402,FeS_nifS: cysteine desulfurase NifS,BCW-200231,unassigned
CM_cdhit-1_transcript_329279,BCW-200003_03918,21.1,479,357,8,62,1480,4,467,1.26e-22,101,TIGR03402,FeS_nifS: cysteine desulfurase NifS,BCW-200003,Lelliottia
CM_cdhit-1_transcript_329279,BCW-200033_03625,21.1,479,357,8,62,1480,4,467,1.26e-22,101,TIGR03402,FeS_nifS: cysteine desulfurase NifS,BCW-200033,Lelliottia
CM_cdhit-1_transcript_329279,BCW-200050_01024,21.1,460,337,8,62,1411,4,447,1.26e-22,101,TIGR03402,FeS_nifS: cysteine desulfurase NifS,BCW-200050,Enterobacter
CM_cdhit-1_transcript_329279,BCW-200052_03360,21.1,479,357,8,62,1480,4,467,1.26e-22,101,TIGR03402,FeS_nifS: cysteine desulfurase NifS,BCW-200052,unassigned
CM_cdhit-1_transcript_329279,BCW-200071_02877,21.1,479,357,8,62,1480,4,467,1.26e-22,101,TIGR03402,FeS_nifS: cysteine desulfurase NifS,BCW-200071,Lelliottia
CM_cdhit-1_transcript_329279,BCW-200094_03104,21.2,458,339,8,62,1411,4,447,1.26e-22,101,TIGR03402,FeS_nifS: cysteine desulfurase NifS,BCW-200094,unassigned
CM_cdhit-1_transcript_329279,BCW-200269_00796,21.1,479,357,8,62,1480,4,467,1.26e-22,101,TIGR03402,FeS_nifS: cysteine desulfurase NifS,BCW-200269,Lelliottia
CM_cdhit-1_transcript_329279,BCW-200270_00629,21.1,479,357,8,62,1480,4,467,1.26e-22,101,TIGR03402,FeS_nifS: cysteine desulfurase NifS,BCW-200270,Lelliottia
CM_cdhit-1_transcript_329279,BCW-200271_00683,21.1,479,357,8,62,1480,4,467,1.26e-22,101,TIGR03402,FeS_nifS: cysteine desulfurase NifS,BCW-200271,Lelliottia
CM_cdhit-1_transcript_329279,BCW-200274_06703,21.1,479,357,8,62,1480,4,467,1.26e-22,101,TIGR03402,FeS_nifS: cysteine desulfurase NifS,BCW-200274,unassigned
CM_cdhit-1_transcript_329279,BCW-200275_00900,21.1,479,357,8,62,1480,4,467,1.26e-22,101,TIGR03402,FeS_nifS: cysteine desulfurase NifS,BCW-200275,Lelliottia
CM_cdhit-1_transcript_329279,BCW-200473_00777,21.1,479,357,8,62,1480,4,467,1.26e-22,101,TIGR03402,FeS_nifS: cysteine desulfurase NifS,BCW-200473,Lelliottia
CM_cdhit-1_transcript_331366,BCW-200243_09034,36.4,66,41,1,1272,1078,55,120,9.87e-4,39.7,TIGR02930,"vnfG_nitrog: V-containing nitrogenase, delta subunit",BCW-200243,unassigned
CM_cdhit-1_transcript_336858,BCW-200208_05050,27,270,182,4,50,844,3,262,5.0300000000000005e-22,96.7,TIGR02935,TIGR02935: probable nitrogen fixation protein,BCW-200208,Agrobacterium
CM_cdhit-1_transcript_336858,BCW-200465_03768,26.7,270,183,4,50,844,3,262,6.82e-22,96.3,TIGR02935,TIGR02935: probable nitrogen fixation protein,BCW-200465,Agrobacterium
CM_cdhit-1_transcript_336858,BCW-200328_03890,27,270,182,4,50,844,3,262,9.25e-22,95.9,TIGR02935,TIGR02935: probable nitrogen fixation protein,BCW-200328,Agrobacterium
CM_cdhit-1_transcript_336858,BCW-200663_03826,27,270,182,4,50,844,3,262,9.25e-22,95.9,TIGR02935,TIGR02935: probable nitrogen fixation protein,BCW-200663,Agrobacterium
CM_cdhit-1_transcript_336858,BCW-200705_02706,27,270,182,4,50,844,3,262,9.25e-22,95.9,TIGR02935,TIGR02935: probable nitrogen fixation protein,BCW-200705,Agrobacterium
CM_cdhit-1_transcript_336858,BCW-200902_00666,27,270,182,4,50,844,3,262,9.25e-22,95.9,TIGR02935,TIGR02935: probable nitrogen fixation protein,BCW-200902,Agrobacterium
CM_cdhit-1_transcript_336858,BCW-200903_00376,27,270,182,4,50,844,3,262,9.25e-22,95.9,TIGR02935,TIGR02935: probable nitrogen fixation protein,BCW-200903,unassigned
CM_cdhit-1_transcript_336858,BCW-200904_02360,27,270,182,4,50,844,3,262,9.25e-22,95.9,TIGR02935,TIGR02935: probable nitrogen fixation protein,BCW-200904,Agrobacterium
CM_cdhit-1_transcript_336858,BCW-200910_03884,27,270,182,4,50,844,3,262,9.25e-22,95.9,TIGR02935,TIGR02935: probable nitrogen fixation protein,BCW-200910,Agrobacterium
CM_cdhit-1_transcript_336858,BCW-200912_01390,27,270,182,4,50,844,3,262,9.25e-22,95.9,TIGR02935,TIGR02935: probable nitrogen fixation protein,BCW-200912,unassigned
CM_cdhit-1_transcript_336858,BCW-200920_03039,27,270,182,4,50,844,3,262,9.25e-22,95.9,TIGR02935,TIGR02935: probable nitrogen fixation protein,BCW-200920,Agrobacterium
CM_cdhit-1_transcript_336858,BCW-200215_00062,27.6,268,179,4,56,844,5,262,1.7e-21,95.1,TIGR02935,TIGR02935: probable nitrogen fixation protein,BCW-200215,Agrobacterium
CM_cdhit-1_transcript_336858,BCW-200464_01188,26.5,268,182,4,56,844,5,262,5.43e-19,87.8,TIGR02935,TIGR02935: probable nitrogen fixation protein,BCW-200464,Agrobacterium
CM_cdhit-1_transcript_336858,BCW-201813_04308,25.4,280,158,9,56,838,36,283,1.23e-13,72.4,TIGR03419,NifU_clost: FeS cluster assembly scaffold protein NifU,BCW-201813,non-single-bin-prok
CM_cdhit-1_transcript_336858,BCW-201815_01192,25.4,280,158,9,56,838,36,283,1.23e-13,72.4,TIGR03419,NifU_clost: FeS cluster assembly scaffold protein NifU,BCW-201815,non-single-bin-prok
CM_cdhit-1_transcript_336858,BCW-201818_06885,25.4,280,158,9,56,838,36,283,1.23e-13,72.4,TIGR03419,NifU_clost: FeS cluster assembly scaffold protein NifU,BCW-201818,non-single-bin-prok
CM_cdhit-1_transcript_336858,BCW-201823_02084,25.4,280,158,9,56,838,36,283,1.23e-13,72.4,TIGR03419,NifU_clost: FeS cluster assembly scaffold protein NifU,BCW-201823,non-single-bin-prok
